id,title_info_primary_tsi,date_start_dtsi,date_start_tsim,subject_bbox_geospatial,subject_geojson_facet_ssim,filenames_ssim,exemplary_image_ssi
commonwealth:7h14b007k,"To the honourable Walter Younge, barronet, one of the commissioners for his majestie's collonis",1880-01-01T00:00:00Z,1880,"ENVELOPE(-74.0\, -69.75\, 43.25\, 40.5)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-74.0\,40.5]\,[-69.75\,40.5]\,[-69.75\,43.25]\,[-74.0\,43.25]\,[-74.0\,40.5]]]}\,""bbox"":[-74.0\,40.5\,-69.75\,43.25]}",06_01_008625,commonwealth:7h14b008v
commonwealth:79408400g,Carte du Diocese de Narbonne,1704-01-01T00:00:00Z,1704,"ENVELOPE(-1.98\, 3.38\, 43.58\, 42.75)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[3.0\,43.1833]}\,""properties"":{""placename"":""Narbonne\, France""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-1.98\,42.75]\,[3.38\,42.75]\,[3.38\,43.58]\,[-1.98\,43.58]\,[-1.98\,42.75]]]}\,""bbox"":[-1.98\,42.75\,3.38\,43.58]}",06_01_006661,commonwealth:79408401r
commonwealth:cj82kt85s,The heart of New England,1911-01-01T00:00:00Z,1911,"ENVELOPE(-72.1\, -70.5\, 43.0\, 41.5)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-72.1\,41.5]\,[-70.5\,41.5]\,[-70.5\,43.0]\,[-72.1\,43.0]\,[-72.1\,41.5]]]}\,""bbox"":[-72.1\,41.5\,-70.5\,43.0]}",06_01_009713,commonwealth:cj82kt862
commonwealth:cj82km89n,"Post route map of the state of Minnesota showing post offices with the intermediate distances and mail routes in operation on the 1st of December, 1903",1903-01-01T00:00:00Z,1903,"ENVELOPE(-97.25\, -89.75\, 49.5\, 43.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-94.0\,46.0]}\,""properties"":{""placename"":""Minnesota""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-97.25\,43.0]\,[-89.75\,43.0]\,[-89.75\,49.5]\,[-97.25\,49.5]\,[-97.25\,43.0]]]}\,""bbox"":[-97.25\,43.0\,-89.75\,49.5]}",06_01_009101,commonwealth:cj82km90d
commonwealth:7h14b234w,Colton's Georgetown and the city of Washington,1855-01-01T00:00:00Z,1855,"ENVELOPE(-79.75\, -73.9\, 40.85\, 35.9)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-77.0333\,38.8833]}\,""properties"":{""placename"":""Washington\, DC""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-77.036366\,38.895112]}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-79.75\,35.9]\,[-73.9\,35.9]\,[-73.9\,40.85]\,[-79.75\,40.85]\,[-79.75\,35.9]]]}\,""bbox"":[-79.75\,35.9\,-73.9\,40.85]}",06_01_008736,commonwealth:7h14b2355
commonwealth:7h14b205f,Kaart van Nieuw Nederland,1827-01-01T00:00:00Z,1827,"ENVELOPE(-76.0\, -69.0\, 43.0\, 38.0)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-76.0\,38.0]\,[-69.0\,38.0]\,[-69.0\,43.0]\,[-76.0\,43.0]\,[-76.0\,38.0]]]}\,""bbox"":[-76.0\,38.0\,-69.0\,43.0]}",06_01_008720,commonwealth:7h14b206q
commonwealth:4m90f630h,"Map of Boyd, Carter and Greenup Counties",1884-01-01T00:00:00Z,1884,"ENVELOPE(-83.3172\, -82.5412\, 38.8\, 38.1)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-82.6833\,38.3667]}\,""properties"":{""placename"":""Boyd (county)\, KY""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-83.3172\,38.1]\,[-82.5412\,38.1]\,[-82.5412\,38.8]\,[-83.3172\,38.8]\,[-83.3172\,38.1]]]}\,""bbox"":[-83.3172\,38.1\,-82.5412\,38.8]}",06_01_011034,commonwealth:4m90f631s
commonwealth:cj82m3718,Carta particolare del'India Occidentale che comincia con il Capo S. Romano nel' mare del' nort è finisce con il' Rio Coquele,1647-01-01T00:00:00Z,1647,"ENVELOPE(-81.0\, -69.0\, 15.0\, 6.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-66.0\,8.0]}\,""properties"":{""placename"":""Venezuela""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-80.0\,9.0]}\,""properties"":{""placename"":""Panama""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-72.0\,4.0]}\,""properties"":{""placename"":""Colombia""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-81.0\,6.0]\,[-69.0\,6.0]\,[-69.0\,15.0]\,[-81.0\,15.0]\,[-81.0\,6.0]]]}\,""bbox"":[-81.0\,6.0\,-69.0\,15.0]}",06_01_010156,commonwealth:cj82m372j
commonwealth:st74cx83z,Quinta Asiae tabula,1511-01-01T00:00:00Z,1511,"ENVELOPE(77.0\, 101.0\, 43.0\, 30.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[53.0\,32.0]}\,""properties"":{""placename"":""Iran""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[77.0\,30.0]\,[101.0\,30.0]\,[101.0\,43.0]\,[77.0\,43.0]\,[77.0\,30.0]]]}\,""bbox"":[77.0\,30.0\,101.0\,43.0]}",06_01_007961,commonwealth:st74cx847
commonwealth:7h14b3521,Territory of Idaho,1888-01-01T00:00:00Z,1888,"ENVELOPE(-117.0\, -111.0\, 49.0\, 42.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-115.0\,45.0]}\,""properties"":{""placename"":""Idaho""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-117.0\,42.0]\,[-111.0\,42.0]\,[-111.0\,49.0]\,[-117.0\,49.0]\,[-117.0\,42.0]]]}\,""bbox"":[-117.0\,42.0\,-111.0\,49.0]}",06_01_008816,commonwealth:7h14b3539
commonwealth:7h14b2070,"Lionnois, Forest, et Beauiolois",1633-01-01T00:00:00Z,1633,"ENVELOPE(3.23\, 5.0104\, 46.2723\, 45.2836)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[5.333\,45.5]}\,""properties"":{""placename"":""Rhône-Alpes\, France""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[4.5\,47.0]}\,""properties"":{""placename"":""Burgundy\, France""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[3.23\,45.2836]\,[5.0104\,45.2836]\,[5.0104\,46.2723]\,[3.23\,46.2723]\,[3.23\,45.2836]]]}\,""bbox"":[3.23\,45.2836\,5.0104\,46.2723]}",06_01_008713,commonwealth:7h14b2088
commonwealth:cj82m3387,Foederatae Belgicae tabula,1665-01-01T00:00:00Z,1665,"ENVELOPE(2.16\, 7.31\, 53.41\, 50.59)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[5.75\,52.5]}\,""properties"":{""placename"":""Netherlands""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[2.16\,50.59]\,[7.31\,50.59]\,[7.31\,53.41]\,[2.16\,53.41]\,[2.16\,50.59]]]}\,""bbox"":[2.16\,50.59\,7.31\,53.41]}",06_01_009529,commonwealth:cj82m339h
commonwealth:hx11z251b,"SKETCH of the MARCH of the BRITISH ARMY, under GENERAL ROSS, from the 19th to the 29th Aug.t",1814-01-01T00:00:00Z,1814,"ENVELOPE(-77.06\, -76.620278\, 38.946111\, 38.489167)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-76.9333\,38.9333]}\,""properties"":{""placename"":""Bladensburg\, MD""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-77.0333\,38.8833]}\,""properties"":{""placename"":""Washington\, DC""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-77.06\,38.489167]\,[-76.620278\,38.489167]\,[-76.620278\,38.946111]\,[-77.06\,38.946111]\,[-77.06\,38.489167]]]}\,""bbox"":[-77.06\,38.489167\,-76.620278\,38.946111]}",add_ms_57715_10,commonwealth:hx11z252m
commonwealth:n87106832,"Coast of Brazil, between Maranhao and Cape Frio",1880-01-01T00:00:00Z,1880,"ENVELOPE(-45.0\, -31.5\, 0.13\, -24.9)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-45.0\,-24.9]\,[-31.5\,-24.9]\,[-31.5\,0.13]\,[-45.0\,0.13]\,[-45.0\,-24.9]]]}\,""bbox"":[-45.0\,-24.9\,-31.5\,0.13]}",5500_083_001,commonwealth:n8710684b
commonwealth:hx11z014s,A PLAN of the ISLAND of CAPE BRITAIN reduced from the large Survey made according to the ORDERS and INSTRUCTIONS of the RIGHT HONORABLE the LORDS COMMISSIONERS for TRADE and PLANTATIONS,1767-01-01T00:00:00Z,1767,"ENVELOPE(-61.6\, -59.633333\, 47.25\, 45.45)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-61.6\,45.45]\,[-59.633333\,45.45]\,[-59.633333\,47.25]\,[-61.6\,47.25]\,[-61.6\,45.45]]]}\,""bbox"":[-61.6\,45.45\,-59.633333\,47.25]}",add_ms_57701_7,commonwealth:hx11z0152
commonwealth:z603vv23k,Oyster Bay and Huntington,1778-01-01T00:00:00Z,1778,"ENVELOPE(-73.3342\, -73.2342\, 40.5749\, 40.5057)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-73.9167\,40.7667]}\,""properties"":{""placename"":""Hell Gate (channel)\, NY""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-73.3342\,40.5057]\,[-73.2342\,40.5057]\,[-73.2342\,40.5749]\,[-73.3342\,40.5749]\,[-73.3342\,40.5057]]]}\,""bbox"":[-73.3342\,40.5057\,-73.2342\,40.5749]}",06_01_010148,commonwealth:z603vv24v
commonwealth:3f462z89s,"Georgia, from the latest authorities",1800-01-01T00:00:00Z,1800,"ENVELOPE(-91.75\, -79.0\, 35.5\, 30.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-84.0\,32.0]}\,""properties"":{""placename"":""Georgia""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-91.75\,30.0]\,[-79.0\,30.0]\,[-79.0\,35.5]\,[-91.75\,35.5]\,[-91.75\,30.0]]]}\,""bbox"":[-91.75\,30.0\,-79.0\,35.5]}",06_01_004558,commonwealth:3f462z90j
commonwealth:6h446s310,"Atlas of the county of Suffolk, Massachusetts : vol. 4th including East Boston, city of Chelsea, Revere and Winthrop : from actual survey official records & private plans",1874-01-01T00:00:00Z,1874,"ENVELOPE(-70.9971\, -70.9664\, 42.3903\, 42.3561)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-70.9833\,42.3667]}\,""properties"":{""placename"":""Winthrop\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-70.9971\,42.3561]\,[-70.9664\,42.3561]\,[-70.9664\,42.3903]\,[-70.9971\,42.3903]\,[-70.9971\,42.3561]]]}\,""bbox"":[-70.9971\,42.3561\,-70.9664\,42.3903]}",G1233_S8_H6_1874v4_0022,commonwealth:tm70rt04n
commonwealth:1257bp23t,"Atlas of the city of Boston, Boston proper and Back Bay",1902-01-01T00:00:00Z,1902,"ENVELOPE(-71.08887081437435\, -71.07740388516825\, 42.34160989762395\, 42.33295164989072)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.0833\,42.3167]}\,""properties"":{""placename"":""Roxbury\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.083901\,42.337317]}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.08887081437435\,42.33295164989072]\,[-71.07740388516825\,42.33295164989072]\,[-71.07740388516825\,42.34160989762395]\,[-71.08887081437435\,42.34160989762395]\,[-71.08887081437435\,42.33295164989072]]]}\,""bbox"":[-71.08887081437435\,42.33295164989072\,-71.07740388516825\,42.34160989762395]}",06_01_013288,commonwealth:1257bp243
commonwealth:ht250491b,"Plan of docks and warehouses proposed to be made at Birkenhead, in the County of Chester",1844-01-01T00:00:00Z,1844,"ENVELOPE(-3.06\, -2.965\, 53.43\, 53.375)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-3.033333\,53.4]}\,""properties"":{""placename"":""Birkenhead\, England""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-3.06\,53.375]\,[-2.965\,53.375]\,[-2.965\,53.43]\,[-3.06\,53.43]\,[-3.06\,53.375]]]}\,""bbox"":[-3.06\,53.375\,-2.965\,53.43]}",06_01_014921,commonwealth:ht250492m
commonwealth:ht250306b,Bicycle map of western Massachusetts,1898-01-01T00:00:00Z,1898,"ENVELOPE(-73.51\, -71.75\, 42.75\, 42.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.8333\,42.25]}\,""properties"":{""placename"":""Massachusetts""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-73.51\,42.0]\,[-71.75\,42.0]\,[-71.75\,42.75]\,[-73.51\,42.75]\,[-73.51\,42.0]]]}\,""bbox"":[-73.51\,42.0\,-71.75\,42.75]}",06_01_015237,commonwealth:ht250307m
commonwealth:ht250667p,Plan du Bois de Boulogne,1850-01-01T00:00:00Z,1850,"ENVELOPE(2.22\, 2.28\, 48.89\, 48.84)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[2.333333\,48.866667]}\,""properties"":{""placename"":""Paris\, France""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[2.22\,48.84]\,[2.28\,48.84]\,[2.28\,48.89]\,[2.22\,48.89]\,[2.22\,48.84]]]}\,""bbox"":[2.22\,48.84\,2.28\,48.89]}",06_01_014207,commonwealth:ht250668z
commonwealth:ht250890w,Central and south Italy,1858-01-01T00:00:00Z,1858,"ENVELOPE(10.5\, 19.0\, 43.25\, 37.85)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[15.66525\,40.77584]}\,""properties"":{""placename"":""Southern Italy\, Italy""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[10.5\,37.85]\,[19.0\,37.85]\,[19.0\,43.25]\,[10.5\,43.25]\,[10.5\,37.85]]]}\,""bbox"":[10.5\,37.85\,19.0\,43.25]}",06_01_015100,commonwealth:ht2508915
commonwealth:hx11z036t,Halifax Nova Scotia 1760,1760-01-01T00:00:00Z,1760,"ENVELOPE(-63.595\, -63.558889\, 44.654722\, 44.616944)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-63.5833\,44.6333]}\,""properties"":{""placename"":""Halifax\, Nova Scotia""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-63.595\,44.616944]\,[-63.558889\,44.616944]\,[-63.558889\,44.654722]\,[-63.595\,44.654722]\,[-63.595\,44.616944]]]}\,""bbox"":[-63.595\,44.616944\,-63.558889\,44.654722]}",add_ms_57702_2,commonwealth:hx11z0373
commonwealth:x633fb524,The graphic map of European possessions in Africa,1884-01-01T00:00:00Z,1884,"ENVELOPE(-45.1761948260675\, 82.29408742311986\, 59.82856243864171\, -90.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[16.066\,2.383]}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-45.1761948260675\,-97.26488239157567]\,[82.29408742311986\,-97.26488239157567]\,[82.29408742311986\,59.82856243864171]\,[-45.1761948260675\,59.82856243864171]\,[-45.1761948260675\,-97.26488239157567]]]}\,""bbox"":[-45.1761948260675\,-97.26488239157567\,82.29408742311986\,59.82856243864171]}",06_01_000969,commonwealth:x633fb53d
commonwealth:4m90f233h,The new map of the City of Elmira,1919-01-01T00:00:00Z,1919,"ENVELOPE(-76.8375\, -76.7825\, 42.1375\, 42.0625)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-76.8\,42.0833]}\,""properties"":{""placename"":""Elmira\, NY""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-76.8167\,42.1167]}\,""properties"":{""placename"":""Elmira Heights\, NY""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-76.8167\,42.1667]}\,""properties"":{""placename"":""Horseheads\, NY""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-76.8375\,42.0625]\,[-76.7825\,42.0625]\,[-76.7825\,42.1375]\,[-76.8375\,42.1375]\,[-76.8375\,42.0625]]]}\,""bbox"":[-76.8375\,42.0625\,-76.7825\,42.1375]}",06_01_010689,commonwealth:4m90f234s
commonwealth:hx11z590n,"A new Mappe of a part of Hutsons or the North River, Rareton River which have there aiet lett in to the Sea by Sandy hoocke, where the coming in is from, Sea to go up to New Yorck North throw the Narrows betwin Staaten Island and Long Island and West up towards Amboye",1700-01-01T00:00:00Z,1700,"ENVELOPE(-74.486944\, -73.84361\, 40.7975\, 40.3925)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-74.486944\,40.3925]\,[-73.84361\,40.3925]\,[-73.84361\,40.7975]\,[-74.486944\,40.7975]\,[-74.486944\,40.3925]]]}\,""bbox"":[-74.486944\,40.3925\,-73.84361\,40.7975]}",k_top_122_27,commonwealth:hx11z591x
commonwealth:wd3764987,The state of New York,1814-01-01T00:00:00Z,1814,"ENVELOPE(-80.211633057618\, -71.23004375173153\, 45.38881399192609\, 40.09720792511517)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-75.0\,43.0]}\,""properties"":{""placename"":""New York""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-80.211633057618\,40.09720792511517]\,[-71.23004375173153\,40.09720792511517]\,[-71.23004375173153\,45.38881399192609]\,[-80.211633057618\,45.38881399192609]\,[-80.211633057618\,40.09720792511517]]]}\,""bbox"":[-80.211633057618\,40.09720792511517\,-71.23004375173153\,45.38881399192609]}",06_01_002535,commonwealth:wd376499h
commonwealth:4m90fd906,Hammond's comprehensive map of the United States with portions of Canada and Mexico,1918-01-01T00:00:00Z,1918,"ENVELOPE(-129.0\, -65.0\, 54.0\, 24.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-98.0\,38.0]}\,""properties"":{""placename"":""United States""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-129.0\,24.0]\,[-65.0\,24.0]\,[-65.0\,54.0]\,[-129.0\,54.0]\,[-129.0\,24.0]]]}\,""bbox"":[-129.0\,24.0\,-65.0\,54.0]}",06_01_011527,commonwealth:4m90fd91g
commonwealth:cj82m6440,A chart exhibiting the normal course & velocity of the tidal current at ebb in Boston Harbor,1848-01-01T00:00:00Z,1848,"ENVELOPE(-71.05\, -70.86\, 42.43\, 42.28)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-70.9667\,42.3333]}\,""properties"":{""placename"":""Boston Harbor\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.05\,42.28]\,[-70.86\,42.28]\,[-70.86\,42.43]\,[-71.05\,42.43]\,[-71.05\,42.28]]]}\,""bbox"":[-71.05\,42.28\,-70.86\,42.43]}",06_01_010392,commonwealth:cj82m6458
commonwealth:cj82kp557,Northern Pacific Rail Road and connections,1885-01-01T00:00:00Z,1885,"ENVELOPE(-130.09329519094172\, -81.55507551906939\, 53.38850242282148\, 31.32851186739995)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-101.0\,39.0]}\,""properties"":{""placename"":""Great Plains""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-130.09329519094172\,31.32851186739995]\,[-81.55507551906939\,31.32851186739995]\,[-81.55507551906939\,53.38850242282148]\,[-130.09329519094172\,53.38850242282148]\,[-130.09329519094172\,31.32851186739995]]]}\,""bbox"":[-130.09329519094172\,31.32851186739995\,-81.55507551906939\,53.38850242282148]}",06_01_009239,commonwealth:cj82kp56h
commonwealth:4m90f4809,Pennsylvania,1829-01-01T00:00:00Z,1829,"ENVELOPE(-81.34153277685672\, -73.786683416402\, 42.76425170606175\, 38.693643330568825)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-76.0\,40.8333]}\,""properties"":{""placename"":""Pennsylvania""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-81.34153277685672\,38.693643330568825]\,[-73.786683416402\,38.693643330568825]\,[-73.786683416402\,42.76425170606175]\,[-81.34153277685672\,42.76425170606175]\,[-81.34153277685672\,38.693643330568825]]]}\,""bbox"":[-81.34153277685672\,38.693643330568825\,-73.786683416402\,42.76425170606175]}",06_01_010916,commonwealth:4m90f481k
commonwealth:ht250505g,Plan of the Liverpool Docks,1846-01-01T00:00:00Z,1846,"ENVELOPE(-3.01\, -2.9725\, 53.4375\, 53.38)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-3.0\,53.4167]}\,""properties"":{""placename"":""Liverpool (county)\, England""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-3.01\,53.38]\,[-2.9725\,53.38]\,[-2.9725\,53.4375]\,[-3.01\,53.4375]\,[-3.01\,53.38]]]}\,""bbox"":[-3.01\,53.38\,-2.9725\,53.4375]}",06_01_015029,commonwealth:ht250506r
commonwealth:4m90ff05m,"North America, polar regions, Baffin Bay to Lincoln Sea",1903-01-01T00:00:00Z,1903,"ENVELOPE(-105.0\, -15.0\, 85.0\, 75.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-96.0\,60.0]}\,""properties"":{""placename"":""Canada""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-40.0\,72.0]}\,""properties"":{""placename"":""Greenland""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-105.0\,75.0]\,[-15.0\,75.0]\,[-15.0\,85.0]\,[-105.0\,85.0]\,[-105.0\,75.0]]]}\,""bbox"":[-105.0\,75.0\,-15.0\,85.0]}",06_01_011540,commonwealth:4m90ff06w
commonwealth:4m90f655c,Madison County,1880-01-01T00:00:00Z,1880,"ENVELOPE(-84.53\, -84.07\, 37.92\, 37.51)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-84.3\,37.7333]}\,""properties"":{""placename"":""Madison (county)\, KY""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-84.53\,37.51]\,[-84.07\,37.51]\,[-84.07\,37.92]\,[-84.53\,37.92]\,[-84.53\,37.51]]]}\,""bbox"":[-84.53\,37.51\,-84.07\,37.92]}",06_01_011044,commonwealth:4m90f656n
commonwealth:9s161c076,Map of the middle states of America,1794-01-01T00:00:00Z,1794,"ENVELOPE(-87.0515326093821\, -71.46923091778274\, 46.50719554800079\, 37.61043569385761)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-87.0515326093821\,37.61043569385761]\,[-71.46923091778274\,37.61043569385761]\,[-71.46923091778274\,46.50719554800079]\,[-87.0515326093821\,46.50719554800079]\,[-87.0515326093821\,37.61043569385761]]]}\,""bbox"":[-87.0515326093821\,37.61043569385761\,-71.46923091778274\,46.50719554800079]}",06_01_006211,commonwealth:9s161c08g
commonwealth:cj82kj75w,"Post route map of the states of Kentucky and Tennessee with adjacent parts of Va., West Va., Ohio, Ind., Ill., Mo., Ark., Miss., Ala., Ga., S.C., N.C., showing post offices with the intermediate distances and mail routes in operation on the 1st of October 1891",1891-01-01T00:00:00Z,1891,"ENVELOPE(-90.76160631703462\, -81.26660338582867\, 40.61863551377962\, 33.878234671454216)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-85.0\,37.0]}\,""properties"":{""placename"":""Kentucky""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-85.0\,35.5]}\,""properties"":{""placename"":""Tennessee""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-90.76160631703462\,33.878234671454216]\,[-81.26660338582867\,33.878234671454216]\,[-81.26660338582867\,40.61863551377962]\,[-90.76160631703462\,40.61863551377962]\,[-90.76160631703462\,33.878234671454216]]]}\,""bbox"":[-90.76160631703462\,33.878234671454216\,-81.26660338582867\,40.61863551377962]}",06_01_009001,commonwealth:cj82kj765
